2090,32.2096,1537.2597,12323.2154,12598.2142,12746.8163,,3727.96,5405.615,2163.340813,14370.18671,2654.96556,289.95599999999996,4303.262,15520.216,17096.124,11776.90433,280.878,4670.3640000000005,14231.72,16083.571000000002,11681.64433,43.19110156,961.7920625,11260.838,13578.784,18380.8041,6986.5445,39.695625,839.0409375,11553.848999999998,15683.812,17929.77677,7030.2595,43.61144141,1211.142875,11106.6,11921.792,18981.66809,7043.435,43.04971875,1031.004625,10942.143,13668.268999999998,18288.97808,7052.6875,38.64776172,924.9835625,11574.136999999999,15473.511999999999,17935.43014,7022.9795,14599.37,15754.7725,14682.24,1540.5572539999998,14183.79519,25931.70788,18185.93884,4679.338788,31.4556,1009.3648,11487.9544,11845.7125,3164.8677,33.7434,1841.5846,13462.371000000001,11343.2164,10320.7536,357.53709380000004,358.635825,12332.52634,5778.898664,11361.07806,156.216874,7529.335204000001,6449.751012,4574.67897,21523.09233,161.43409880000002,8361.803413,9237.377508,5625.775559000001,17349.79649,304.9576875,7876.061,2820.7868129999997,11448.35601,4281.395515,294.05,3548.038,18784.429,17646.036,11319.27133,4842.158338,287.276,4151.388,15765.844,17454.231,11628.23567,4787.7585770000005,41.77,967.7,28700.0,8530.0,12000.0,38.62,1261.0,50200.0,13310.0,15700.0,39.3,2662.0,45580.0,22960.0,22100.0,756.3690852999999,11270.869509999999,27132.41526,16761.079130000002,1192.508658,7790.3468299999995,24389.261290000002,17111.47121,32.8477,1917.1803,12458.7791,7910.4391,3922.7540000000004,5044.630999999999,1482.405813,15078.601680000002,2053.679745,295.2013855,4427.920897999999,17180.48304,19557.64526,14039.85358,6654.244667,39.80609131,2034.411011,8584.408203,7382.396973000001,20097.05664,934.4886,12735.62,14096.89,772.5217342,12844.13809,18651.61106,8139.077851000001,4598.323179,739.6144558999999,13318.485709999999,19138.84679,13788.801590000001,4545.776172
2091,32.594300000000004,1495.8881000000001,11982.560319999999,12227.153040000001,13082.54696,,3767.6724,5501.2038,2202.424013,14386.688734,2569.775546,290.51189999999997,4203.2244,16156.1393,17490.0167,11844.513997,282.3417,4574.6692,14889.8624,16460.6846,11755.567997,43.140792186,1002.92905,11568.062,13437.2166,18390.738960000002,7001.5026,39.831117968,842.28105,11807.618999999999,15761.919399999999,17953.499964,7068.7259,43.457368754,1216.377925,11414.658,11930.8278,19087.68574,7076.5366,42.943569532,1049.905725,11252.1198,13472.3602,18371.47479,7092.616,38.990950002,921.1267124999999,11846.089999999998,15541.6624,17984.231658,7058.8441,14684.990000000002,15767.76425,14761.554,1549.0797704,14468.232854,26324.722932,18305.822143999998,4698.4612452,31.64897,999.02927,11481.0389,11813.00505,3172.98254,34.145450000000004,1870.32441,13552.957170000001,11339.37071,10401.60018,348.08654559,355.79217875,12320.072004,5739.3607266,11617.290651,154.41675103,7477.7554617000005,6476.9105055,4604.6785156999995,22269.138676,161.25190492000002,8370.804451,9276.490194599999,5713.4636679000005,17804.866593,305.02195938,7876.2581,2795.4311942,11789.854272,4274.5963695,293.2523,3495.6945,19043.1211,17733.9853,11404.064464,4862.7878019,288.0999,4064.8314,16244.9275,17835.153,11701.588803,4806.9172684000005,41.735,962.2900000000001,28664.0,8462.7,12010.0,38.704,1232.62,51043.0,13406.0,15720.0,39.315999999999995,2644.3,46495.0,23120.0,22140.0,751.58546651,11269.956326999998,27145.041674,16750.48517,1198.6812032999999,7824.9590105,24492.938072,17345.972622,33.20318,1939.46358,12478.67216,7954.92576,3952.0651000000003,5166.695,1522.6275317,15081.178696,2088.1869024,295.23267517,4314.7318355,17679.306623,19846.883444,14178.003771000002,6615.0641135,39.660060121,1967.6910281,8653.4254882,7487.887256200001,20422.001366999997,961.38444,12811.898000000001,14199.051,789.52271292,13049.06142,18945.766446999998,8383.7538569,4623.9374724,756.62041128,13534.954225999998,19456.571416,13751.729119000001,4577.0312369
2092,32.979,1454.5165,11641.90524,11856.09188,13418.27762,,3807.3848,5596.7926,2241.507213,14403.190758,2484.585532,291.0678,4103.1867999999995,16792.0626,17883.9094,11912.123663999999,283.80539999999996,4478.9744,15548.004799999999,16837.7982,11829.491664,43.090482812,1044.0660375,11875.286,13295.6492,18400.67382,7016.4607,39.966610936,845.5211625000001,12061.389,15840.0268,17977.223158,7107.192300000001,43.303296098,1221.612975,11722.716,11939.8636,19193.70339,7109.6382,42.837420314,1068.8068250000001,11562.0966,13276.4514,18453.9715,7132.5445,39.334138284,917.2698624999999,12118.043,15609.8128,18033.033176,7094.7087,14770.61,15780.756,14840.868,1557.6022868,14752.670518,26717.737984,18425.705447999997,4717.5837024,31.84234,988.6937399999999,11474.1234,11780.2976,3181.0973799999997,34.5475,1899.06422,13643.54334,11335.52502,10482.44676,338.63599738000005,352.9485325,12307.617668,5699.8227892,11873.503241999999,152.61662805999998,7426.175719400001,6504.069998999999,4634.6780614,23015.185021999998,161.06971104000002,8379.805489,9315.6028812,5801.1517768,18259.936696,305.08623126000003,7876.455199999999,2770.0755753999997,12131.352534,4267.797224,292.4546,3443.351,19301.8132,17821.9346,11488.857598,4883.4172658,288.9238,3978.2748,16724.011,18216.075,11774.941936,4826.0759598,41.7,956.88,28628.0,8395.4,12020.0,38.788,1204.24,51886.0,13502.0,15740.0,39.332,2626.6,47410.0,23280.0,22180.0,746.80184772,11269.043144,27157.668088000002,16739.89121,1204.8537486,7859.571190999999,24596.614854000003,17580.474034,33.55866,1961.74686,12498.56522,7999.41242,3981.3762,5288.758999999999,1562.8492504,15083.755712000002,2122.6940598,295.26396484,4201.542772999999,18178.130205999998,20136.121628,14316.153962,6575.88356,39.514028932,1900.9710452,8722.4427734,7593.3775394,20746.946094,988.28028,12888.176000000001,14301.212,806.5236916399999,13253.98475,19239.921834,8628.429862800002,4649.5517658,773.6263666599999,13751.422741999999,19774.296041999998,13714.656648,4608.2863018
2093,33.3637,1413.1449,11301.25016,11485.03072,13754.00828,,3847.0972,5692.3814,2280.590413,14419.692782,2399.395518,291.6237,4003.1492,17427.9859,18277.8021,11979.733331,285.2691,4383.2796,16206.1472,17214.9118,11903.415331,43.040173438000004,1085.203025,12182.51,13154.0818,18410.60868,7031.4188,40.102103903999996,848.761275,12315.158999999998,15918.134199999999,18000.946352,7145.6587,43.149223442,1226.848025,12030.774,11948.8994,19299.72104,7142.7398,42.731271096,1087.707925,11872.0734,13080.542599999999,18536.468210000003,7172.473,39.677326566,913.4130125,12389.996,15677.963199999998,18081.834694,7130.5733,14856.23,15793.747749999999,14920.181999999999,1566.1248031999999,15037.108182,27110.753036,18545.588752,4736.7061596,32.03571,978.35821,11467.207900000001,11747.59015,3189.21222,34.94955,1927.80403,13734.12951,11331.679329999999,10563.29334,329.18544917,350.10488625,12295.163332,5660.2848518,12129.715833,150.81650509,7374.595977100001,6531.2294925,4664.6776071,23761.231368,160.88751716000002,8388.806527,9354.7155678,5888.8398857,18715.006799,305.15050314,7876.6523,2744.7199566,12472.850796,4260.9980785,291.6569,3391.0075,19560.5053,17909.8839,11573.650732,4904.0467297000005,289.7477,3891.7182000000003,17203.0945,18596.997,11848.295069,4845.2346512,41.665000000000006,951.47,28592.0,8328.1,12030.0,38.872,1175.8600000000001,52729.0,13598.0,15760.0,39.348,2608.9,48325.0,23440.0,22220.0,742.01822893,11268.129960999999,27170.294502,16729.297250000003,1211.0262939,7894.183371499999,24700.291636,17814.975446,33.91414,1984.03014,12518.458279999999,8043.89908,4010.6873,5410.822999999999,1603.0709691,15086.332728000001,2157.2012172,295.29525451,4088.3537104999996,18676.953789,20425.359812000002,14454.304153000001,6536.7030065,39.367997743,1834.2510622999998,8791.460058600002,7698.867822600001,21071.890821,1015.17612,12964.454,14403.373,823.52467036,13458.908080000001,19534.077221,8873.1058687,4675.1660592,790.63232204,13967.891258,20092.020668,13677.584177,4639.541366699999
2094,33.7484,1371.7732999999998,10960.595080000001,11113.96956,14089.738940000001,,3886.8096,5787.9702,2319.673613,14436.194806000001,2314.205504,292.1796,3903.1115999999997,18063.909200000002,18671.6948,12047.342998,286.7328,4287.5848000000005,16864.2896,17592.0254,11977.338998,42.989864064,1126.3400124999998,12489.734,13012.5144,18420.54354,7046.3769,40.237596872,852.0013875,12568.928999999998,15996.2416,18024.669546,7184.1251,42.995150785999996,1232.083075,12338.832,11957.935200000002,19405.73869,7175.8414,42.625121878,1106.609025,12182.0502,12884.6338,18618.964920000002,7212.4015,40.020514848,909.5561625,12661.949,15746.113599999999,18130.636212,7166.4379,14941.85,15806.7395,14999.496,1574.6473196,15321.545846,27503.768087999997,18665.472056,4755.8286168,32.229079999999996,968.0226799999999,11460.2924,11714.8827,3197.3270599999996,35.3516,1956.54384,13824.715680000001,11327.833639999999,10644.13992,319.73490096,347.26124,12282.708996,5620.746914400001,12385.928424,149.01638212,7323.0162348,6558.388986,4694.6771528,24507.277714,160.70532328000002,8397.807565000001,9393.8282544,5976.5279946,19170.076902,305.21477502000005,7876.849399999999,2719.3643377999997,12814.349058,4254.198933,290.8592,3338.664,19819.1974,17997.8332,11658.443866,4924.6761936,290.5716,3805.1616,17682.178,18977.919,11921.648202,4864.3933426,41.63,946.0600000000001,28556.0,8260.8,12040.0,38.955999999999996,1147.48,53572.0,13694.0,15780.0,39.364,2591.2,49240.0,23600.0,22260.0,737.23461014,11267.216778,27182.920916000003,16718.70329,1217.1988392,7928.795552,24803.968418,18049.476857999998,34.26962,2006.31342,12538.35134,8088.38574,4039.9984,5532.887,1643.2926878,15088.909744,2191.7083746,295.32654418,3975.1646479999995,19175.777372,20714.597996,14592.454344,6497.5224530000005,39.221966554,1767.5310794,8860.477343800001,7804.358105800001,21396.835548,1042.07196,13040.732,14505.534,840.52564908,13663.83141,19828.232608000002,9117.781874600001,4700.7803526,807.63827742,14184.359773999999,20409.745294,13640.511706000001,4670.7964316
2095,34.1331,1330.4017,10619.94,10742.9084,14425.4696,,3926.522,5883.559,2358.756813,14452.69683,2229.0154899999998,292.7355,3803.0739999999996,18699.8325,19065.5875,12114.952665,288.1965,4191.89,17522.432,17969.139,12051.262665,42.93955469,1167.4769999999999,12796.958,12870.947,18430.4784,7061.335,40.37308984,855.2415,12822.698999999999,16074.348999999998,18048.39274,7222.5915,42.84107813,1237.318125,12646.89,11966.971000000001,19511.75634,7208.943,42.51897266,1125.510125,12492.027,12688.725,18701.46163,7252.33,40.36370313,905.6993125,12933.902,15814.264,18179.43773,7202.3025,15027.470000000001,15819.73125,15078.81,1583.169836,15605.98351,27896.783139999996,18785.355359999998,4774.9510740000005,32.42245,957.68715,11453.3769,11682.17525,3205.4419,35.75365,1985.2836499999999,13915.30185,11323.987949999999,10724.986499999999,310.28435275000004,344.41759375000004,12270.254659999999,5581.208977,12642.141015,147.21625914999998,7271.436492500001,6585.548479499999,4724.6766984999995,25253.32406,160.52312940000002,8406.808603000001,9432.940941,6064.2161035,19625.147005,305.2790469,7877.0464999999995,2694.008719,13155.84732,4247.3997875000005,290.0615,3286.3205,20077.889499999997,18085.7825,11743.237000000001,4945.3056575,291.39549999999997,3718.605,18161.2615,19358.841,11995.001335,4883.552034,41.595,940.6500000000001,28520.0,8193.5,12050.0,39.04,1119.1,54415.0,13790.0,15800.0,39.379999999999995,2573.5,50155.0,23760.0,22300.0,732.4509913499999,11266.303595,27195.54733,16708.10933,1223.3713845,7963.4077325,24907.6452,18283.97827,34.6251,2028.5967,12558.2444,8132.8724,4069.3095000000003,5654.950999999999,1683.5144065,15091.48676,2226.215532,295.35783385,3861.9755854999994,19674.600955,21003.83618,14730.604535,6458.3418995,39.075935365,1700.8110965,8929.494629,7909.848389000001,21721.780274999997,1068.9678,13117.01,14607.695,857.5266277999999,13868.75474,20122.387995,9362.4578805,4726.394646000001,824.6442328,14400.828289999998,20727.46992,13603.439235000002,4702.0514965
2096,34.5195,1349.0045,10681.5466,10818.09706,14409.56474,,3943.576,6005.0688,2407.5228692,14464.16443,2312.3398706,293.29139999999995,3703.0364,19335.7558,19459.480199999998,12182.562332,289.6602,4096.1952,18180.574399999998,18346.2526,12125.186332000001,43.040328908,1204.751875,13081.2648,13080.1918,18490.546514,7110.1369,40.51928281,890.4544,13089.6194,16030.6256,18200.540731999998,7260.8303000000005,42.99689688,1276.44815,12880.577,12189.792200000002,19440.480024,7251.7565,42.504150004,1170.250525,12774.059,12958.8254,18482.573842,7293.6128,40.736317971999995,945.111625,13198.4296,15704.663199999999,18317.613152,7244.4617,15113.09,15832.723,15158.124,1589.6739474,15912.166544,28237.964382,18864.91838,4793.9957432,32.61582,947.35162,11446.4614,11649.4678,3213.55674,36.1557,2014.02346,14005.88802,11320.14226,10805.83308,300.83380454,341.57394750000003,12257.800324,5541.6710396,12898.353605999999,145.41613618,7219.8567502000005,6612.707973,4754.6762442,25999.370406,160.34093552000002,8415.809641,9472.0536276,6151.9042124,20080.217107999997,305.34331878,7877.2436,2668.6531002,13497.345582000002,4240.600642,289.2638,3233.977,20336.581599999998,18173.731799999998,11828.030134,4965.9351214,292.2194,3632.0484,18640.345,19739.763,12068.354468,4902.7107254,41.56,935.24,28484.0,8126.2,12060.0,39.124,1090.72,55258.0,13886.0,15820.0,39.396,2555.8,51070.0,23920.0,22340.0,727.6673725599999,11265.390411999999,27208.173744,16697.51537,1229.5439298,7998.019912999999,25011.321982,18518.479682,35.06196,2068.3885,12758.6426,8060.6618,4098.6206,5777.014999999999,1723.7361252,15094.063776,2260.7226894,295.38912352,3748.7865229999998,20173.424538,21293.074364,14868.754726000001,6419.161346,38.929904176,1634.0911136,8998.5119142,8015.3386722000005,22046.725002,1095.86364,13193.288,14709.856,874.52760652,14073.67807,20416.543382,9607.1338864,4752.008939400001,841.65018818,14617.296805999998,21045.194546,13566.366764,4733.3065614
2097,34.9059,1367.6073,10743.1532,10893.28572,14393.65988,,3960.63,6126.5786,2456.2889254,14475.63203,2395.6642512,293.84729999999996,3602.9988,19971.6791,19853.3729,12250.171999,291.1239,4000.5004,18838.716800000002,18723.3662,12199.109999,43.141103126,1242.02675,13365.571600000001,13289.4366,18550.614628,7158.9388,40.66547578,925.6673,13356.5398,15986.902199999999,18352.688724,7299.069100000001,43.15271563,1315.5781749999999,13114.264,12412.6134,19369.203708,7294.570000000001,42.489327348,1214.990925,13056.091,13228.925799999999,18263.686054,7334.8956,41.108932814,984.5239375,13462.9572,15595.062399999999,18455.788574000002,7286.6209,15198.71,15845.71475,15237.438,1596.1780588,16218.349578000001,28579.145623999997,18944.4814,4813.040412400001,32.80919,937.01609,11439.545900000001,11616.76035,3221.6715799999997,36.55775,2042.76327,14096.47419,11316.29657,10886.67966,291.38325633,338.73030125,12245.345988,5502.1331022,13154.566196999998,143.61601321,7168.2770079,6639.8674665,4784.6757899,26745.416751999997,160.15874164000002,8424.810679,9511.1663142,6239.5923213,20535.287211,305.40759066000004,7877.440699999999,2643.2974814,13838.843844,4233.8014965,288.4661,3181.6335,20595.273699999998,18261.681099999998,11912.823268,4986.5645853,293.0433,3545.4918000000002,19119.428499999998,20120.685,12141.707601,4921.8694168,41.525000000000006,929.83,28448.0,8058.9,12070.0,39.208,1062.3400000000001,56101.0,13982.0,15840.0,39.412,2538.1,51985.0,24080.0,22380.0,722.8837537699999,11264.477229,27220.800158000002,16686.921410000003,1235.7164751,8032.632093499999,25114.998764,18752.981094,35.49882,2108.1803,12959.040799999999,7988.4512,4127.9317,5899.079,1763.9578439,15096.640792,2295.2298468,295.42041319,3635.5974604999997,20672.248121,21582.312548,15006.904917,6379.9807925000005,38.783872987,1567.3711306999999,9067.5291994,8120.8289554,22371.669729,1122.75948,13269.566,14812.017,891.52858524,14278.6014,20710.698769000002,9851.8098923,4777.623232800001,858.65614356,14833.765322,21362.919171999998,13529.294293,4764.561626299999
2098,35.2923,1386.2101,10804.7598,10968.47438,14377.75502,,3977.6839999999997,6248.088400000001,2505.0549816,14487.09963,2478.9886318,294.40319999999997,3502.9611999999997,20607.6024,20247.2656,12317.781666,292.5876,3904.8055999999997,19496.8592,19100.4798,12273.033666000001,43.241877344,1279.3016249999998,13649.8784,13498.6814,18610.682742,7207.7407,40.811668749999995,960.8802000000001,13623.4602,15943.1788,18504.836715999998,7337.3079,43.30853438,1354.7082,13347.951000000001,12635.4346,19297.927391999998,7337.3835,42.474504692,1259.731325,13338.123,13499.0262,18044.798266,7376.178400000001,41.481547656,1023.93625,13727.4848,15485.4616,18593.963996,7328.7801,15284.33,15858.7065,15316.751999999999,1602.6821702,16524.532612000003,28920.326866,19024.04442,4832.0850816,33.00256,926.68056,11432.6304,11584.0529,3229.78642,36.9598,2071.50308,14187.060360000001,11312.45088,10967.52624,281.93270812000003,335.886655,12232.891651999998,5462.5951648,13410.778788,141.81589024000002,7116.6972656,6667.02696,4814.6753356,27491.463098,159.97654776000002,8433.811717,9550.2790008,6327.2804301999995,20990.357313999997,305.47186254,7877.6377999999995,2617.9418626,14180.342106000002,4227.002351,287.66839999999996,3129.29,20853.965799999998,18349.6304,11997.616402,5007.1940492,293.86719999999997,3458.9352,19598.512,20501.607,12215.060734,4941.0281082,41.49,924.4200000000001,28412.0,7991.6,12080.0,39.292,1033.96,56944.0,14078.0,15860.0,39.428,2520.4,52900.0,24240.0,22420.0,718.1001349799999,11263.564046,27233.426572,16676.32745,1241.8890204,8067.244274,25218.675546,18987.482506,35.93568,2147.9721,13159.439,7916.2406,4157.2428,6021.143,1804.1795625999998,15099.217808,2329.7370042,295.45170285999995,3522.4083979999996,21171.071704,21871.550732,15145.055108,6340.800239,38.637841798,1500.6511478,9136.546484600001,8226.319238600001,22696.614456,1149.6553199999998,13345.844,14914.178,908.5295639599999,14483.524730000001,21004.854156,10096.4858982,4803.2375262000005,875.6620989400001,15050.233837999998,21680.643798,13492.221822000001,4795.8166912
2099,35.6787,1404.8129,10866.3664,11043.66304,14361.85016,,3994.738,6369.5982,2553.8210378,14498.56723,2562.3130124,294.9591,3402.9236,21243.525700000002,20641.1583,12385.391333,294.05129999999997,3809.1108,20155.0016,19477.593399999998,12346.957333,43.342651562,1316.5765,13934.1852,13707.9262,18670.750856,7256.5426,40.95786172,996.0931,13890.3806,15899.455399999999,18656.984708,7375.5467,43.46435313,1393.838225,13581.638,12858.255799999999,19226.651076,7380.197,42.459682036,1304.471725,13620.155,13769.1266,17825.910478,7417.461200000001,41.854162498,1063.3485624999998,13992.012400000001,15375.8608,18732.139418,7370.9393,15369.95,15871.698250000001,15396.065999999999,1609.1862815999998,16830.715646,29261.508107999998,19103.60744,4851.129750800001,33.19593,916.34503,11425.714899999999,11551.34545,3237.9012599999996,37.36185,2100.24289,14277.64653,11308.60519,11048.37282,272.48215991,333.04300875,12220.437316,5423.057227400001,13666.991379,140.01576727,7065.1175233,6694.1864534999995,4844.6748812999995,28237.509444,159.79435388000002,8442.812755,9589.3916874,6414.968539099999,21445.427417,305.53613442000005,7877.834899999999,2592.5862438,14521.840368000001,4220.2032055,286.8707,3076.9465,21112.6579,18437.5797,12082.409536000001,5027.8235131,294.6911,3372.3786,20077.5955,20882.529000000002,12288.413867,4960.1867996,41.455,919.01,28376.0,7924.3,12090.0,39.376,1005.58,57787.0,14174.0,15880.0,39.444,2502.7,53815.0,24400.0,22460.0,713.3165161899999,11262.650863,27246.052986000002,16665.73349,1248.0615657,8101.856454499999,25322.352328,19221.983917999998,36.37254,2187.7639,13359.8372,7844.030000000001,4186.5539,6143.206999999999,1844.4012813,15101.794824,2364.2441616,295.48299253,3409.2193355,21669.895287,22160.788915999998,15283.205299,6301.619685500001,38.491810609,1433.9311649,9205.563769800001,8331.8095218,23021.559182999998,1176.55116,13422.122,15016.339,925.5305426799999,14688.44806,21299.009543000004,10341.161904100001,4828.8518196,892.66805432,15266.702353999997,21998.368424,13455.149351,4827.0717561
